Model inputs
Latitude = 25 deg
Longitude = 26 deg
Lake depth = 27 m
Lake fetch = 2000 m
Extinction coefficient = 1
Initial surface temperature = 8.815 C
Initial mixed layer thickness = 0 m
Initial mean temperature = 8.815 C
Initial bottom temperature = 8.815 C
Initial ice thickness = 0 m
Perpetual-year simulation = Yes

Results from FLAKE simulations.
Step (-),  Date (-),  Mixed-layer temperature (C),  Mean temperature of the water column (C),  Bottom temperature (C),Friction velocity in the surface air layer (m/s),  Friction velocity in the surface layer of lake water (m/s),  Convective velocity scale (m/s), Heat flux through the ice-water or air-water interface (W/m2),Sensible heat flux (W/m2),  Latent heat flux (W/m2),  Radiation flux through the ice-water or air-water interface (W/m2),Long-wave radiation flux from the atmosphere (W/m2), surface long-wave radiation flux (W/m2), Mixed-layer thickness (m),  Shape factor for thermocline (-),Thickness of the upper layer of the sediment (m),   Temperature at the bottom of the upper layer of the sediment (C),Heat flux through the water-bottom sediment interface (W /m2),  Ice thickness (m),  Snow thickness (m),Ice temperature (C), Snow temperature (C)
861,2016-05-03 06:00,22.0267,20.8319,17.7308,0.00000,0.115389E-03,0.00000,-52.1107,0.177583,-0.386521,810.262,374.233,-426.134,16.2730,0.700057,3.00000,4.00000,4.99802,0.00000,0.00000,0.00000,0.00000
862,2016-05-03 12:00,22.3079,20.9754,17.7308,0.00000,0.999982E-04,0.00000,-86.3284,0.840854E-01,-0.327352,325.035,341.675,-427.760,15.7716,0.700057,3.00000,4.00000,4.99802,0.00000,0.00000,0.00000,0.00000
863,2016-05-03 18:00,22.3961,21.0199,17.7308,0.257424,0.879273E-02,0.159679E-01,-366.987,8.24318,-263.986,0.00000,317.026,-428.272,15.6225,0.700057,3.00000,4.00000,4.99802,0.00000,0.00000,0.00000,0.00000
864,2016-05-04 00:00,22.2560,20.9490,17.7362,0.303826,0.103806E-01,0.161961E-01,-440.833,3.14010,-330.662,69.5175,314.148,-427.460,15.8610,0.700909,3.00000,4.00000,4.99996,0.00000,0.00000,0.00000,0.00000
865,2016-05-04 06:00,22.1159,20.8773,17.7416,0.255284,0.872454E-02,0.00000,-374.742,68.0629,-351.647,763.297,335.492,-426.650,16.1071,0.701831,3.00000,4.00000,5.00194,0.00000,0.00000,0.00000,0.00000
866,2016-05-04 12:00,23.0045,20.9504,17.7416,0.161674,0.551549E-02,0.119238E-01,-399.582,3.28904,-282.696,248.077,311.633,-431.809,11.9788,0.701549,3.00000,4.00000,5.00194,0.00000,0.00000,0.00000,0.00000
867,2016-05-04 18:00,22.9259,20.9206,17.7442,0.796695E-01,0.271835E-02,0.134929E-01,-277.608,-14.0274,-132.177,0.00000,299.947,-431.350,12.1123,0.701842,3.00000,4.00000,5.00287,0.00000,0.00000,0.00000,0.00000
868,2016-05-05 00:00,22.7893,20.8667,17.7482,0.120012,0.409599E-02,0.133899E-01,-330.060,-8.71471,-199.450,73.7025,308.660,-430.555,12.3364,0.702224,3.00000,4.00000,5.00434,0.00000,0.00000,0.00000,0.00000
869,2016-05-05 06:00,22.6646,20.8170,17.7520,0.00000,0.913828E-04,0.00000,-97.5469,0.738938E-01,-0.505288,828.397,332.714,-429.830,12.5475,0.702616,3.00000,4.00000,5.00572,0.00000,0.00000,0.00000,0.00000
870,2016-05-05 12:00,22.9298,20.9552,17.7520,0.141931,0.484269E-02,0.913370E-02,-366.199,4.42088,-251.445,336.195,312.198,-431.373,12.3454,0.702616,3.00000,4.00000,5.00572,0.00000,0.00000,0.00000,0.00000
871,2016-05-05 18:00,22.9114,20.9486,17.7529,0.100110,0.341587E-02,0.141946E-01,-316.424,-17.2224,-168.396,0.00000,300.460,-431.266,12.3818,0.702795,3.00000,4.00000,5.00607,0.00000,0.00000,0.00000,0.00000
872,2016-05-06 00:00,22.7592,20.8873,17.7575,0.769962E-01,0.262802E-02,0.118290E-01,-243.779,-5.71746,-115.922,74.6325,308.241,-430.380,12.6310,0.703232,3.00000,4.00000,5.00772,0.00000,0.00000,0.00000,0.00000
873,2016-05-06 06:00,22.6783,20.8542,17.7601,0.00000,0.768886E-04,0.00000,-95.6587,0.795099E-01,-0.505879,827.002,334.677,-429.910,12.7660,0.703548,3.00000,4.00000,5.00868,0.00000,0.00000,0.00000,0.00000
874,2016-05-06 12:00,22.9359,20.9925,17.7601,0.105864,0.361204E-02,0.597920E-02,-306.019,2.86350,-189.300,336.195,311.827,-431.409,12.5903,0.703548,3.00000,4.00000,5.00868,0.00000,0.00000,0.00000,0.00000
875,2016-05-06 18:00,22.9439,20.9973,17.7602,0.574195E-01,0.195910E-02,0.134514E-01,-264.363,-10.6080,-117.701,0.00000,295.401,-431.455,12.5903,0.703627,3.00000,4.00000,5.00871,0.00000,0.00000,0.00000,0.00000
876,2016-05-07 00:00,22.8186,20.9460,17.7641,0.660663E-01,0.225469E-02,0.117138E-01,-235.546,-0.502792,-112.567,74.1675,308.250,-430.726,12.7916,0.704026,3.00000,4.00000,5.01012,0.00000,0.00000,0.00000,0.00000
877,2016-05-07 06:00,22.7423,20.9143,17.7666,0.00000,0.551434E-04,0.00000,-88.9373,0.992724E-01,-0.508410,818.632,341.754,-430.282,12.9165,0.704340,3.00000,4.00000,5.01105,0.00000,0.00000,0.00000,0.00000
878,2016-05-07 12:00,22.9893,21.0523,17.7666,0.149113,0.508714E-02,0.719488E-02,-319.226,25.3656,-245.030,331.312,332.159,-431.720,12.7828,0.704340,3.00000,4.00000,5.01105,0.00000,0.00000,0.00000,0.00000
879,2016-05-07 18:00,22.9915,21.0537,17.7669,0.232623,0.793613E-02,0.160837E-01,-443.944,6.23021,-337.290,0.00000,318.849,-431.733,12.7843,0.704456,3.00000,4.00000,5.01117,0.00000,0.00000,0.00000,0.00000
880,2016-05-08 00:00,22.7854,20.9682,17.7731,0.421647,0.143908E-01,0.152722E-01,-435.625,37.2960,-371.566,72.0750,329.178,-430.533,13.1154,0.705035,3.00000,4.00000,5.01341,0.00000,0.00000,0.00000,0.00000
881,2016-05-08 06:00,22.6199,20.8980,17.7782,0.00000,0.105203E-03,0.00000,-48.9159,0.187236,-0.473052,768.180,380.940,-429.570,13.3910,0.705590,3.00000,4.00000,5.01528,0.00000,0.00000,0.00000,0.00000
882,2016-05-08 12:00,22.9090,21.0340,17.7782,0.00000,0.821046E-04,0.00000,-78.8807,0.107164,-0.449146,291.787,352.714,-431.252,13.0159,0.705590,3.00000,4.00000,5.01528,0.00000,0.00000,0.00000,0.00000
883,2016-05-08 18:00,22.9922,21.0736,17.7782,0.00000,0.878639E-04,0.962921E-02,-94.2663,0.641517E-01,-0.451290,0.00000,337.858,-431.737,12.9194,0.705590,3.00000,4.00000,5.01528,0.00000,0.00000,0.00000,0.00000
884,2016-05-09 00:00,22.9484,21.0547,17.7798,0.00000,0.867416E-04,0.518009E-02,-77.3795,0.111338,-0.417796,74.1675,354.409,-431.482,12.9842,0.705801,3.00000,4.00000,5.01586,0.00000,0.00000,0.00000,0.00000
885,2016-05-09 06:00,22.9460,21.0531,17.7801,0.00000,0.116217E-03,0.00000,-37.5836,0.216897,-0.453156,791.662,394.121,-431.468,12.9842,0.705862,3.00000,4.00000,5.01595,0.00000,0.00000,0.00000,0.00000
886,2016-05-09 12:00,23.2801,21.1958,17.7801,0.00000,0.998990E-04,0.00000,-78.4975,0.109406,-0.495410,322.477,355.307,-433.419,12.5043,0.705862,3.00000,4.00000,5.01595,0.00000,0.00000,0.00000,0.00000
887,2016-05-09 18:00,23.3825,21.2413,17.7801,0.166073,0.566125E-02,0.150495E-01,-367.971,16.2324,-277.256,0.00000,327.070,-434.018,12.3809,0.705862,3.00000,4.00000,5.01595,0.00000,0.00000,0.00000,0.00000
888,2016-05-10 00:00,23.2057,21.1703,17.7854,0.214126,0.730193E-02,0.141101E-01,-364.839,37.1722,-304.075,77.4225,335.048,-432.984,12.6455,0.706329,3.00000,4.00000,5.01787,0.00000,0.00000,0.00000,0.00000
889,2016-05-10 06:00,23.0694,21.1146,17.7896,0.00000,0.101904E-03,0.00000,-65.9931,0.142849,-0.488229,826.305,366.540,-432.187,12.8558,0.706759,3.00000,4.00000,5.01942,0.00000,0.00000,0.00000,0.00000
890,2016-05-10 12:00,23.3676,21.2584,17.7896,0.00000,0.779871E-04,0.00000,-93.1367,0.688283E-01,-0.497779,335.962,341.223,-433.930,12.5548,0.706759,3.00000,4.00000,5.01942,0.00000,0.00000,0.00000,0.00000
891,2016-05-10 18:00,23.4609,21.3037,17.7896,0.197635,0.673612E-02,0.153502E-01,-386.151,3.61413,-275.140,0.00000,319.851,-434.477,12.4692,0.706759,3.00000,4.00000,5.01942,0.00000,0.00000,0.00000,0.00000
892,2016-05-11 00:00,23.2767,21.2292,17.7952,0.216960,0.739752E-02,0.145930E-01,-391.518,7.47781,-286.384,75.5625,320.787,-433.399,12.7404,0.707246,3.00000,4.00000,5.02144,0.00000,0.00000,0.00000,0.00000
893,2016-05-11 06:00,23.1281,21.1681,17.7998,0.00000,0.104095E-03,0.00000,-74.1350,0.120841,-0.456618,817.237,358.731,-432.530,12.9660,0.707707,3.00000,4.00000,5.02313,0.00000,0.00000,0.00000,0.00000
894,2016-05-11 12:00,23.4169,21.3087,17.7998,0.151522,0.516488E-02,0.724527E-02,-323.581,19.9930,-239.745,336.660,330.390,-434.219,12.6809,0.707707,3.00000,4.00000,5.02313,0.00000,0.00000,0.00000,0.00000
895,2016-05-11 18:00,23.4195,21.3102,17.8001,0.997936E-01,0.340161E-02,0.140565E-01,-292.159,-7.35193,-161.758,0.00000,311.184,-434.234,12.6819,0.707819,3.00000,4.00000,5.02325,0.00000,0.00000,0.00000,0.00000
896,2016-05-12 00:00,23.2820,21.2536,17.8044,0.842969E-01,0.287417E-02,0.117333E-01,-234.064,6.63838,-131.962,77.6550,324.690,-433.430,12.8826,0.708238,3.00000,4.00000,5.02481,0.00000,0.00000,0.00000,0.00000
897,2016-05-12 06:00,23.2085,21.2229,17.8070,0.00000,0.922334E-04,0.00000,-70.8613,0.130053,-0.492646,829.095,362.501,-433.000,12.9917,0.708541,3.00000,4.00000,5.02574,0.00000,0.00000,0.00000,0.00000
898,2016-05-12 12:00,23.4977,21.3663,17.8070,0.128133,0.436691E-02,0.665725E-02,-318.676,23.2786,-235.716,341.542,328.453,-434.692,12.7279,0.708541,3.00000,4.00000,5.02574,0.00000,0.00000,0.00000,0.00000
899,2016-05-12 18:00,23.5034,21.3697,17.8072,0.752694E-01,0.256523E-02,0.135741E-01,-261.021,-0.614151,-136.718,0.00000,311.037,-434.726,12.7279,0.708635,3.00000,4.00000,5.02582,0.00000,0.00000,0.00000,0.00000
900,2016-05-13 00:00,23.3810,21.3191,17.8111,0.00000,0.565714E-04,0.688749E-02,-98.2875,0.542005E-01,-0.497546,76.2600,336.164,-434.009,12.9030,0.709024,3.00000,4.00000,5.02724,0.00000,0.00000,0.00000,0.00000
901,2016-05-13 06:00,23.3699,21.3139,17.8117,0.00000,0.928815E-04,0.00000,-57.5836,0.165795,-0.466791,810.495,376.661,-433.944,12.9160,0.709128,3.00000,4.00000,5.02745,0.00000,0.00000,0.00000,0.00000
902,2016-05-13 12:00,23.6687,21.4564,17.8117,0.00000,0.781294E-04,0.00000,-85.4613,0.911864E-01,-0.443395,330.615,350.586,-435.695,12.6182,0.709128,3.00000,4.00000,5.02745,0.00000,0.00000,0.00000,0.00000
903,2016-05-13 18:00,23.7654,21.5021,17.8117,0.125026,0.425873E-02,0.137524E-01,-272.169,20.7115,-191.665,0.00000,335.048,-436.264,12.5259,0.709128,3.00000,4.00000,5.02745,0.00000,0.00000,0.00000,0.00000
904,2016-05-14 00:00,23.6356,21.4493,17.8158,0.00000,0.985104E-04,0.567726E-02,-83.0628,0.977183E-01,-0.442168,76.0275,352.783,-435.502,12.7041,0.709509,3.00000,4.00000,5.02894,0.00000,0.00000,0.00000,0.00000
905,2016-05-14 06:00,23.6315,21.4470,17.8161,0.00000,0.103679E-03,0.00000,-39.7298,0.212314,-0.477928,810.495,396.013,-435.477,12.7066,0.709577,3.00000,4.00000,5.02906,0.00000,0.00000,0.00000,0.00000
906,2016-05-14 12:00,23.9717,21.5928,17.8161,0.00000,0.749452E-04,0.00000,-77.5927,0.113785,-0.488364,334.102,360.259,-437.477,12.2953,0.709577,3.00000,4.00000,5.02906,0.00000,0.00000,0.00000,0.00000
907,2016-05-14 18:00,24.0752,21.6407,17.8161,0.00000,0.669281E-04,0.975907E-02,-98.3150,0.566849E-01,-0.491024,0.00000,340.207,-438.087,12.2004,0.709577,3.00000,4.00000,5.02906,0.00000,0.00000,0.00000,0.00000
908,2016-05-15 00:00,24.0268,21.6211,17.8178,0.00000,0.607532E-04,0.472501E-02,-77.4805,0.114334,-0.522973,79.2825,360.730,-437.802,12.2606,0.709757,3.00000,4.00000,5.02968,0.00000,0.00000,0.00000,0.00000
909,2016-05-15 06:00,24.0259,21.6204,17.8180,0.00000,0.895154E-04,0.00000,-53.9891,0.227102,-0.589435,838.860,384.170,-437.797,12.2606,0.709800,3.00000,4.00000,5.02975,0.00000,0.00000,0.00000,0.00000
910,2016-05-15 12:00,24.3495,21.7690,17.8180,0.00000,0.664481E-04,0.00000,-88.7063,0.105896,-0.567900,348.052,351.463,-439.707,11.9713,0.709800,3.00000,4.00000,5.02975,0.00000,0.00000,0.00000,0.00000
911,2016-05-15 18:00,24.4512,21.8174,17.8180,0.00000,0.518329E-04,0.100196E-01,-107.116,0.537075E-01,-0.571101,0.00000,333.710,-440.308,11.8964,0.709800,3.00000,4.00000,5.02975,0.00000,0.00000,0.00000,0.00000
912,2016-05-16 00:00,24.3972,21.7961,17.8198,0.00000,0.568535E-04,0.482781E-02,-78.9438,0.111343,-0.504411,80.4450,361.438,-439.989,11.9608,0.709978,3.00000,4.00000,5.03042,0.00000,0.00000,0.00000,0.00000
913,2016-05-16 06:00,24.3962,21.7954,17.8200,0.00000,0.927356E-04,0.00000,-39.2585,0.214987,-0.539115,829.327,401.048,-439.983,11.9608,0.710020,3.00000,4.00000,5.03049,0.00000,0.00000,0.00000,0.00000
914,2016-05-16 12:00,24.7500,21.9449,17.8200,0.00000,0.966429E-04,0.00000,-80.8697,0.106995,-0.453140,339.450,361.556,-442.079,11.6076,0.710020,3.00000,4.00000,5.03049,0.00000,0.00000,0.00000,0.00000
915,2016-05-16 18:00,24.8659,21.9932,17.8200,0.198915,0.676046E-02,0.145866E-01,-335.214,20.3098,-247.358,0.00000,334.602,-442.768,11.4960,0.710020,3.00000,4.00000,5.03049,0.00000,0.00000,0.00000,0.00000
916,2016-05-17 00:00,24.6921,21.9284,17.8251,0.216506,0.736091E-02,0.138984E-01,-351.037,15.6034,-255.847,76.9575,330.942,-441.736,11.7032,0.710370,3.00000,4.00000,5.03235,0.00000,0.00000,0.00000,0.00000
917,2016-05-17 06:00,24.5513,21.8753,17.8295,0.00000,0.110843E-03,0.00000,-64.0480,0.151177,-0.446547,803.287,377.148,-440.901,11.8755,0.710699,3.00000,4.00000,5.03392,0.00000,0.00000,0.00000,0.00000
918,2016-05-17 12:00,24.8763,22.0151,17.8295,0.241915,0.822170E-02,0.905492E-02,-352.711,44.7381,-299.701,330.150,345.082,-442.829,11.5749,0.710699,3.00000,4.00000,5.03392,0.00000,0.00000,0.00000,0.00000
919,2016-05-17 18:00,24.8603,22.0098,17.8304,0.147619,0.501714E-02,0.148176E-01,-348.369,0.269631,-230.159,0.00000,324.254,-442.734,11.5988,0.710835,3.00000,4.00000,5.03426,0.00000,0.00000,0.00000,0.00000
920,2016-05-18 00:00,24.6813,21.9425,17.8357,0.224018,0.761648E-02,0.146957E-01,-400.536,15.7945,-305.490,76.9575,330.831,-441.672,11.8116,0.711201,3.00000,4.00000,5.03619,0.00000,0.00000,0.00000,0.00000
921,2016-05-18 06:00,24.5170,21.8799,17.8407,0.00000,0.102938E-03,0.00000,-74.0651,0.124783,-0.509042,803.985,367.017,-440.698,12.0128,0.711574,3.00000,4.00000,5.03800,0.00000,0.00000,0.00000,0.00000
922,2016-05-18 12:00,24.8233,22.0180,17.8407,0.202741,0.689109E-02,0.109354E-01,-415.477,24.3985,-333.748,333.870,336.388,-442.515,11.7558,0.711574,3.00000,4.00000,5.03800,0.00000,0.00000,0.00000,0.00000
923,2016-05-18 18:00,24.7775,22.0015,17.8425,0.143095,0.486419E-02,0.157376E-01,-411.337,-12.4524,-272.281,0.00000,315.638,-442.242,11.8160,0.711777,3.00000,4.00000,5.03866,0.00000,0.00000,0.00000,0.00000
924,2016-05-19 00:00,24.5703,21.9222,17.8486,0.233246,0.793202E-02,0.160272E-01,-495.355,1.22197,-378.948,78.5850,323.385,-441.014,12.0645,0.712201,3.00000,4.00000,5.04089,0.00000,0.00000,0.00000,0.00000
925,2016-05-19 06:00,24.3639,21.8419,17.8548,0.00000,0.898028E-04,0.00000,-80.6672,0.106666,-0.535278,815.610,359.553,-439.792,12.3205,0.712661,3.00000,4.00000,5.04314,0.00000,0.00000,0.00000,0.00000
926,2016-05-19 12:00,24.6553,21.9809,17.8548,0.177423,0.603260E-02,0.115057E-01,-439.872,15.9052,-339.516,337.822,325.256,-441.517,12.1006,0.712661,3.00000,4.00000,5.04314,0.00000,0.00000,0.00000,0.00000
927,2016-05-19 18:00,24.6007,21.9605,17.8569,0.150668,0.512345E-02,0.163577E-01,-452.221,-17.9118,-298.802,0.00000,305.687,-441.194,12.1724,0.712897,3.00000,4.00000,5.04391,0.00000,0.00000,0.00000,0.00000
928,2016-05-20 00:00,24.3798,21.8734,17.8635,0.204826,0.696823E-02,0.160882E-01,-492.777,0.395270,-368.971,80.2125,315.684,-439.886,12.4422,0.713380,3.00000,4.00000,5.04631,0.00000,0.00000,0.00000,0.00000
929,2016-05-20 06:00,24.1816,21.7938,17.8696,0.00000,0.950150E-04,0.00000,-79.6733,0.130208,-0.561499,825.607,359.473,-438.715,12.6925,0.713870,3.00000,4.00000,5.04852,0.00000,0.00000,0.00000,0.00000
930,2016-05-20 12:00,24.4772,21.9350,17.8696,0.186009,0.632680E-02,0.103034E-01,-399.015,29.4702,-326.429,342.937,338.406,-440.462,12.4483,0.713870,3.00000,4.00000,5.04852,0.00000,0.00000,0.00000,0.00000
931,2016-05-20 18:00,24.4463,21.9233,17.8710,0.192852,0.656000E-02,0.165395E-01,-458.956,-3.33000,-335.918,0.00000,320.571,-440.279,12.4916,0.714069,3.00000,4.00000,5.04905,0.00000,0.00000,0.00000,0.00000
932,2016-05-21 00:00,24.2278,21.8349,17.8776,0.230857,0.785624E-02,0.154667E-01,-438.180,31.5109,-366.868,79.2825,336.164,-438.988,12.7623,0.714587,3.00000,4.00000,5.05146,0.00000,0.00000,0.00000,0.00000
933,2016-05-21 06:00,24.0593,21.7656,17.8830,0.00000,0.643752E-04,0.00000,-48.3829,0.191092,-0.525824,814.680,389.945,-437.994,12.9775,0.715062,3.00000,4.00000,5.05340,0.00000,0.00000,0.00000,0.00000
934,2016-05-21 12:00,24.3536,21.9106,17.8830,0.00000,0.879883E-04,0.00000,-81.1953,0.105203,-0.535470,339.217,358.966,-439.731,12.7442,0.715062,3.00000,4.00000,5.05340,0.00000,0.00000,0.00000,0.00000
935,2016-05-21 18:00,24.4626,21.9588,17.8830,0.117220,0.398718E-02,0.145434E-01,-308.337,15.4055,-218.192,0.00000,334.825,-440.376,12.6313,0.715062,3.00000,4.00000,5.05340,0.00000,0.00000,0.00000,0.00000
936,2016-05-22 00:00,24.3168,21.8991,17.8876,0.00000,0.757114E-04,0.641058E-02,-93.5237,0.711337E-01,-0.533115,79.7475,346.452,-439.514,12.8086,0.715468,3.00000,4.00000,5.05510,0.00000,0.00000,0.00000,0.00000
937,2016-05-22 06:00,24.3095,21.8955,17.8881,0.00000,0.104247E-03,0.00000,-63.0035,0.153460,-0.469438,812.355,376.783,-439.470,12.8149,0.715549,3.00000,4.00000,5.05527,0.00000,0.00000,0.00000,0.00000
938,2016-05-22 12:00,24.6262,22.0373,17.8881,0.187500,0.637561E-02,0.976019E-02,-358.836,32.8551,-291.230,315.967,340.884,-441.345,12.5022,0.715549,3.00000,4.00000,5.05527,0.00000,0.00000,0.00000,0.00000
939,2016-05-22 18:00,24.6020,22.0282,17.8893,0.147837,0.502717E-02,0.156622E-01,-385.434,-4.95381,-259.095,0.00000,319.817,-441.202,12.5354,0.715727,3.00000,4.00000,5.05572,0.00000,0.00000,0.00000,0.00000
940,2016-05-23 00:00,24.4188,21.9538,17.8950,0.203385,0.691865E-02,0.155625E-01,-442.176,0.489067,-324.958,79.7475,322.409,-440.117,12.7551,0.716187,3.00000,4.00000,5.05779,0.00000,0.00000,0.00000,0.00000
941,2016-05-23 06:00,24.2485,21.8838,17.9004,0.250348,0.851918E-02,0.00000,-395.180,69.8651,-379.762,817.237,353.827,-439.110,12.9657,0.716660,3.00000,4.00000,5.05976,0.00000,0.00000,0.00000,0.00000
942,2016-05-23 12:00,25.4842,21.9632,17.9004,0.146905,0.498650E-02,0.100269E-01,-394.123,0.376416,-275.094,337.125,327.048,-446.454,9.50482,0.716513,3.00000,4.00000,5.05976,0.00000,0.00000,0.00000,0.00000
943,2016-05-23 18:00,25.4417,21.9514,17.9019,0.959326E-01,0.325660E-02,0.137157E-01,-326.152,-18.0896,-171.208,0.00000,309.344,-446.200,9.55928,0.716645,3.00000,4.00000,5.06030,0.00000,0.00000,0.00000,0.00000
944,2016-05-24 00:00,25.2388,21.8883,17.9072,0.130675,0.443783E-02,0.134187E-01,-366.983,-11.3481,-228.316,82.7700,317.669,-444.988,9.78838,0.716893,3.00000,4.00000,5.06223,0.00000,0.00000,0.00000,0.00000
945,2016-05-24 06:00,25.0644,21.8332,17.9119,0.00000,0.834033E-04,0.00000,-94.3135,0.715871E-01,-0.561773,837.465,350.125,-443.948,9.99150,0.717140,3.00000,4.00000,5.06394,0.00000,0.00000,0.00000,0.00000
946,2016-05-24 12:00,25.3743,21.9738,17.9119,0.118979,0.403951E-02,0.868824E-02,-361.640,-2.21517,-238.208,352.470,324.581,-445.797,9.84345,0.717140,3.00000,4.00000,5.06394,0.00000,0.00000,0.00000,0.00000
947,2016-05-24 18:00,25.3624,21.9711,17.9126,0.794448E-01,0.269733E-02,0.136694E-01,-314.064,-17.0737,-157.729,0.00000,306.464,-445.726,9.86345,0.717243,3.00000,4.00000,5.06420,0.00000,0.00000,0.00000,0.00000
948,2016-05-25 00:00,25.1729,21.9103,17.9177,0.463787E-01,0.157527E-02,0.110204E-01,-229.608,-1.19557,-107.202,83.7000,323.385,-444.595,10.0779,0.717498,3.00000,4.00000,5.06604,0.00000,0.00000,0.00000,0.00000
949,2016-05-25 06:00,25.0848,21.8815,17.9203,0.00000,0.775376E-04,0.00000,-96.1687,0.872690E-01,-0.595757,841.185,348.410,-444.070,10.1794,0.717670,3.00000,4.00000,5.06698,0.00000,0.00000,0.00000,0.00000
950,2016-05-25 12:00,25.3896,22.0225,17.9203,0.912329E-01,0.309739E-02,0.632399E-02,-315.769,0.991674,-191.596,356.190,320.724,-445.888,10.0403,0.717670,3.00000,4.00000,5.06698,0.00000,0.00000,0.00000,0.00000
951,2016-05-25 18:00,25.4024,22.0292,17.9203,0.648147E-01,0.220042E-02,0.134957E-01,-296.367,-11.3557,-143.774,0.00000,304.727,-445.964,10.0403,0.717725,3.00000,4.00000,5.06698,0.00000,0.00000,0.00000,0.00000
952,2016-05-26 00:00,25.2265,21.9718,17.9250,0.121655,0.413160E-02,0.133401E-01,-350.036,16.2951,-252.919,83.2350,331.502,-444.915,10.2370,0.717977,3.00000,4.00000,5.06871,0.00000,0.00000,0.00000,0.00000
953,2016-05-26 06:00,25.0697,21.9200,17.9294,0.00000,0.117714E-03,0.00000,-76.0197,0.142968,-0.596224,834.675,368.414,-443.980,10.4176,0.718232,3.00000,4.00000,5.07029,0.00000,0.00000,0.00000,0.00000
954,2016-05-26 12:00,25.4167,22.0635,17.9294,0.238539,0.809805E-02,0.118525E-01,-478.507,32.0153,-406.034,348.982,341.562,-446.050,10.1645,0.718232,3.00000,4.00000,5.07029,0.00000,0.00000,0.00000,0.00000
955,2016-05-26 18:00,25.3345,22.0379,17.9313,0.110781,0.376149E-02,0.146531E-01,-372.340,-16.5479,-222.697,0.00000,312.465,-445.559,10.2616,0.718282,3.00000,4.00000,5.07098,0.00000,0.00000,0.00000,0.00000
956,2016-05-27 00:00,25.1189,21.9660,17.9356,0.833345E-01,0.283080E-02,0.122546E-01,-281.822,-4.96773,-152.183,82.5375,319.602,-444.273,10.5012,0.718282,3.00000,4.00000,5.07257,0.00000,0.00000,0.00000,0.00000
957,2016-05-27 06:00,25.0041,21.9271,17.9380,0.306505,0.104141E-01,0.00000,-458.718,68.5931,-437.664,829.560,353.944,-443.590,10.6311,0.718282,3.00000,4.00000,5.07342,0.00000,0.00000,0.00000,0.00000
958,2016-05-27 12:00,25.8560,21.9968,17.9380,0.176968,0.600240E-02,0.115570E-01,-481.515,-7.71323,-349.266,351.540,324.146,-448.681,8.67461,0.718118,3.00000,4.00000,5.07342,0.00000,0.00000,0.00000,0.00000
959,2016-05-27 18:00,25.7583,21.9710,17.9407,0.744170E-01,0.252458E-02,0.131287E-01,-306.581,-19.4634,-142.838,0.00000,303.816,-448.095,8.78939,0.718277,3.00000,4.00000,5.07442,0.00000,0.00000,0.00000,0.00000
960,2016-05-28 00:00,25.5510,21.9117,17.9450,0.559796E-01,0.189990E-02,0.110634E-01,-244.844,-4.55321,-113.362,82.5375,319.925,-446.853,9.01414,0.718282,3.00000,4.00000,5.07597,0.00000,0.00000,0.00000,0.00000
961,2016-05-28 06:00,25.4416,21.8798,17.9472,0.00000,0.916374E-04,0.00000,-93.1049,0.762256E-01,-0.577143,828.397,353.595,-446.199,9.13504,0.718282,3.00000,4.00000,5.07677,0.00000,0.00000,0.00000,0.00000
962,2016-05-28 12:00,25.7650,22.0189,17.9472,0.124057,0.420854E-02,0.919404E-02,-375.399,-0.230663,-254.893,350.377,327.859,-448.135,8.98791,0.718282,3.00000,4.00000,5.07677,0.00000,0.00000,0.00000,0.00000
963,2016-05-28 18:00,25.7407,22.0132,17.9477,0.874951E-01,0.296836E-02,0.136565E-01,-336.504,-17.8996,-179.694,0.00000,309.080,-447.990,9.02020,0.718282,3.00000,4.00000,5.07695,0.00000,0.00000,0.00000,0.00000
964,2016-05-29 00:00,25.5192,21.9481,17.9522,0.793643E-01,0.269373E-02,0.116204E-01,-268.921,-0.521894,-148.063,82.7700,326.326,-446.663,9.26042,0.718282,3.00000,4.00000,5.07859,0.00000,0.00000,0.00000,0.00000
965,2016-05-29 06:00,25.3974,21.9117,17.9546,0.00000,0.718502E-04,0.00000,-83.9085,0.101012,-0.575844,828.397,362.501,-445.935,9.39528,0.718282,3.00000,4.00000,5.07948,0.00000,0.00000,0.00000,0.00000
966,2016-05-29 12:00,25.7122,22.0525,17.9546,0.117881,0.399947E-02,0.798876E-02,-340.999,10.7061,-240.386,351.075,336.500,-447.819,9.26670,0.718282,3.00000,4.00000,5.07948,0.00000,0.00000,0.00000,0.00000
967,2016-05-29 18:00,25.7116,22.0535,17.9546,0.800505E-01,0.271595E-02,0.132858E-01,-301.797,-9.06786,-162.048,0.00000,317.133,-447.815,9.27289,0.718282,3.00000,4.00000,5.07949,0.00000,0.00000,0.00000,0.00000
968,2016-05-30 00:00,25.5180,21.9950,17.9586,0.646666E-01,0.219488E-02,0.107195E-01,-221.555,5.71637,-116.445,82.5375,335.829,-446.656,9.48178,0.718282,3.00000,4.00000,5.08092,0.00000,0.00000,0.00000,0.00000
969,2016-05-30 06:00,25.4286,21.9676,17.9604,0.00000,0.918659E-04,0.00000,-71.3623,0.134364,-0.577788,821.655,375.203,-446.121,9.57954,0.718282,3.00000,4.00000,5.08157,0.00000,0.00000,0.00000,0.00000
